PMID	Title	Countries	Affiliation_Count
23153617	Lung diseases associated with occupational and environmental exposures subsume a wide spectrum of co...	No Affiliation Info	0
23153618	Development of solid lipid nanoparticles (SLNs) of lopinavir using hot self nano-emulsification (SNE...	India	1
23153620	Leukotriene A4 hydrolase haplotype, diet and atherosclerosis: a twin study.	United States	1
23153621	Targeting specific traditional risk factors to improve cardiovascular outcomes: Sound or flawed?	United States	1
23153619	The estimation of patient-specific cardiac diastolic functions from clinical measurements.	United Kingdom	1
23153622	Association of coronary artery calcification and serum gamma-glutamyl transferase in Korean.	South Korea	1
23153623	Influence of omega-3 polyunsaturated fatty acid-supplementation on platelet aggregation in humans: a...	China	1
23153624	Semen preservation and artificial insemination in domesticated South American camelids.	Peru	1
23153625	Artificial insemination in dromedary camels.	Other	1
23153626	Development of a large commercial camel embryo transfer program: 20 years of scientific research.	Other	1
23153627	Survey of accidental dural puncture rates by anaesthetic trainees using constant or intermittent plu...	No Affiliation Info	0
23153629	Effect of different pre-irradiation times on curcumin-mediated photodynamic therapy against plankton...	Brazil	7
23153630	Unusual case of oral chronic lymphocytic leukemia presenting as recurrent epistaxis and asymptomatic...	United Kingdom	1
23153628	Adipocytokine signaling is altered in Flinders sensitive line rats, and adiponectin correlates in hu...	United States	1
23153632	[Treatment of Poland syndrome thorax deformity with the lipomodeling technique: about ten cases].	France	1
23153631	[Schmid-Meyer fronto-temporal flap for nasal reconstruction].	France	1
23153633	[Strategies in case of unusable internal mammary vessels in a mammary reconstruction by DIEP].	France	1
23153634	[Treatment of facial paralysis with temporalis lengthening myoplasty and dysarthria improvement].	France	1
23153636	Study of the specific interaction between L-methionine chromatography support and nucleotides.	Portugal	1
23153635	Implementing a Virtual Exchange Project for student nurses in Queensland and Nottingham.	United Kingdom	1
23153637	Evaluation of a direct high-capacity target screening approach for urine drug testing using liquid c...	Sweden	1
23153638	Determination of cyclic guanosine- and cyclic adenosine monophosphate (cGMP and cAMP) in human plasm...	Belgium	1
23153639	On-line capillary electrophoresis for enhanced detection sensitivity of feline panleukopenia virus.	South Korea	1
23153640	Analysis of new potential anticonvulsant compounds in mice brain tissue by SPE/HPLC/DAD.	Poland	1
23153642	Investigation of bioaccumulation profile of oestrogens in zebrafish liver by hollow fibre protected ...	Singapore	1
23153641	Comparison of methanol and acetonitrile eluents for the quantitation of chelators specific to soft-m...	Japan	1
23153643	High-throughput bioanalytical method for analysis of synthetic cannabinoid metabolites in urine usin...	United States	1
23153644	Synthese and characterization of boronic acid functionalized macroporous uniform poly(4-chloromethyl...	Turkey	1
23153646	Determination of tamsulosin in human plasma by liquid chromatography/tandem mass spectrometry and it...	South Korea	1
23153645	Improving the imprinting effect by optimizing template:monomer:cross-linker ratios in a molecularly ...	United States	1
23153647	Molecularly imprinted solid phase extraction of urinary diethyl thiophosphate and diethyl dithiophos...	Brazil	1
23153648	Extension of the survival dimensionality reduction algorithm to detect epistasis in competing risks ...	Italy	1
23153649	Pyrexia and neurologic outcomes after therapeutic hypothermia for cardiac arrest.	United States	1
23153652	Physiologic implications of inter-hormonal interference in fish: lessons from the interaction of adr...	India	1
23153650	Early antibiotics improve survival following out-of hospital cardiac arrest.	United Kingdom	1
23153651	D-Aspartic acid implication in the modulation of frog brain sex steroid levels.	Italy	1
23153653	Nitric oxide rectifies acid-base disturbance and modifies thyroid hormone activity during net confin...	India	1
23153654	Analysis of the relationships between evolvability, thermodynamics, and the functions of intrinsical...	Japan	1
23153655	Neurological exotropia: do we need to decrease surgical dosing?	No Affiliation Info	0
23153657	Grid laser photocoagulation for macular oedema due to branch retinal vein occlusion in the age of be...	Germany	1
23153659	The influence of time of radio-chemotherapy and other therapeutic factors on treatment results in pa...	Poland	1
23153660	Comparative multidatabase analysis of dosing patterns and infusion intervals for the first 12 inflix...	United States	1
23153658	Clinical and molecular features in patients with advanced non-small-cell lung carcinoma refractory t...	France	1
23153661	Limited sampling estimates of epigallocatechin gallate exposures in cirrhotic and noncirrhotic patie...	United States	1
23153662	Current twin studies in Germany: report on CoSMoS, SOEP, and ChronoS.	Germany	1
23153663	Natural history of partial anterior cruciate ligament tears: a systematic literature review.	France	1
23153664	Salvage technique for postoperative infection and necrosis of the Achilles tendon.	France	1
23153665	Current concept in rotational laxity control and evaluation in ACL reconstruction.	France	1
23153666	The role of fibular fixation in the treatment of tibia diaphysis distal third fractures.	Iran	1
23153668	Retinal drug delivery using eyedrop preparations of poly-L-lysine-modified liposomes.	Japan	1
23153667	Arthroscopic repair of subscapularis tears: preliminary data from a prospective multicentre study.	France	1
23153669	Production of nanoparticles-in-microparticles by a double emulsion method: a comprehensive study.	United Kingdom	4
23153670	Influence of polymeric microcarriers on the in vivo intranasal uptake of an anti-migraine drug for b...	Italy; Sweden	10
23153671	An antioxidant regenerating system for continuous quenching of free radicals in chronic wounds.	Austria	1
23153675	Mental time travel: a case for evolutionary continuity.	Other	1
23153676	Characterization of hydroxyphenol-terminated alkanethiol self-assembled monolayers: interactions wit...	Canada	1
23153672	Anaphylaxis: the great challenge.	No Affiliation Info	0
23153677	Surface tension model for surfactant solutions at the critical micelle concentration.	United States	1
23153678	Modeling the granule formation mechanism from single drop impact on a powder bed.	United States	1
23153679	Interaction between oxalic acid and titania in aqueous ethanol dispersions.	Finland	2
23153673	The association between skin collagen glucosepane and past progression of microvascular and neuropat...	United States	1
23153680	Adsorption of high ammonium nitrogen from wastewater using a novel ceramic adsorbent and the evaluat...	Japan	1
23153681	Nanoparticle gel electrophoresis: bare charged spheres in polyelectrolyte hydrogels.	Canada	1
23153682	Approach towards mild depression: shortest way to treat climacteric syndrome?	No Affiliation Info	0
23153683	Effect of diabetes on endometrial cancer recurrence and survival.	Netherlands	1
23153674	Accumulation of tissue macrophages and depletion of resident macrophages in the diabetic thymus in r...	Other	1
23153684	A semi-analytical solution for simulating contaminant transport subject to chain-decay reactions.	Canada	1
23153685	[Somatoform disorders in neurology visits: history and circumstances: retrospective study of 124 cas...	France	1
23153686	[Developments in hereditary neuropathies].	France	1
23153688	Hypertension caused by primary hyperaldosteronism: increased heart damage and cardiovascular risk.	Spain	1
23153690	Reactivity of iron(II)-bound nitrosyl hydride (HNO, nitroxyl) in aqueous solution.	Argentina	1
23153691	A new set of risk equations for predicting long term risk of all-cause mortality using cardiovascula...	Australia	1
23153692	Short-term hypoxia increases phosphorylated tyrosine hydroxylase at Ser31 and Ser40 in rat carotid b...	Japan	1
23153693	Effect of progesterone on respiratory response to moderate hypoxia and apnea frequency in developing...	Canada	1
23153694	Outgoing editor-in chief.	No Affiliation Info	0
23153696	Advances in understanding the physiological mechanism of maternal immune tolerance to the embryo.	Poland	1
23153695	Oviparity or viviparity? That is the question….	France	1
23153689	Computer-aided detection/diagnosis of breast cancer in mammography and ultrasound: a review.	Malaysia	1
23153698	The effect of radio electric asymmetric conveyer treatment on sperm parameters of subfertile stallio...	Italy	1
23153697	Glutathione-supplemented tris-citric acid extender improves the post-thaw quality and in vivo fertil...	Pakistan	1
23153699	Effects of quinestrol and levonorgestrel on prolactin serum concentration in lactating Mongolian ger...	China	1
23153701	Testosterone, gonadotropins and androgen receptor during spermatogenesis of Biomphalaria alexandrina...	Egypt	1
23153700	Expression of ghrelin receptor (GHSR-1a) in rat epididymal spermatozoa and the effects of its activa...	Poland	1
23153702	Caprine endometrial stromal cells modulate the effects of steroid hormones on cytokine secretion by ...	China	1
